att_check,Instructions,Condition,describe,timePerp,checkwant1,moral_1,dim_1,color_1,visualDetail_1,sound_1,smell_1,touch_1,taste_1,vivid_1,detail_1,comprehensible_1,complex_1,realistic_1,location_1,setting_1,spatialArrangementOb_1,spatialArrangmentPeo_1,time_1,year_1,season_1,day_1,hour_1,long_1,tone_1,implications_1,implicationsNow_1,felt_1,valenceThen_1,intensityThen_1,valenceNOw_1,intensityNow_1,thoughts_1,reveal_1,before_1,after_1,accuracy_1,oftenThought_1,oftenTALKED_1,age,gender,Q180,effort
8,1,for,"I had just started a job at a sober living & was also just developing a relationship with my now boyfriend. I have a friend  that lives in another city but we've been best friends for 12 or more years. At the time of this incident I had just been asked to start working in at a job I had no experience at. I valued the opportunity especially since it let me give back to the community & allowed me to do my best to help girls in difficult situations, with severe trauma etc. This is very near and dear to my heart. The job was also very intense & while it supposedly only lasted 8 hours a day it, in fact came closer to 24 hours. Especially once I was in charge of all the4 women's houses. Add to that communicating with a former high school crush after being single for 5+ years I didn't have much time to just talk on the phone for an hour or more. `I was unable to take her calls most of the time and unable to get back to her frequently. She got really angry at me and said some incredibly hurtful and mean things. For a long time as her bipolar took a swing towards manic. Fast-forward to 2020 from 2017 and I'm living in a totally different city in a situation I could never have imagined doing the unimaginable- grieving my 20 year old son who passed in April. Less than 2 months later I heard from my friend via a Facebook message that said I need you, mom's in the hospital. I immediately messaged her then called. Even though we hadn't spoken in several years it didn't matter. I still love her & we'll always be friends.",17-Aug,1,5,3,6,4,2,3,1,1,6,6,5,2,5,4,5,5,3,2,3,5,2,1,4,4,2,3,5,3,5,5,3,4,4,1,1,5,3,2,51,2,1,15
8,1,for,"My boyfriend used to beat on my nightly when he drank. I stopped drinking and he didn't, so the beatings got worse. He would only hit me in the head so there wouldn't be any bruising. I also caught him cheating on me, he would tell me what to wear, take me car. I finally left him and after years of stalking he went to prison where he wrote me a letter of apology.",Dec-92,1,7,7,7,7,7,5,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,1,4,7,7,1,7,4,4,7,7,7,7,7,5,6,51,2,1,15
8,1,for,"My husband's ex-wife said she wanted to give me a baby shower when I was pregnant with my son because her mother had given one for her step-mother years ago and she wanted to welcome me and my baby into our ""big happy family"". We hadn't been married for a long time and I was hoping to have a good relationship with her and their children together. My husband warned me that she could be very manipulative and to politely decline, but I didn't believe him. She asked for a list of names to invite, which I gave her. A few weeks passed, and a few days before the shower was to take place, we were dropping off the kids at her house. There on the kitchen counter was the stack of unmailed shower invitations. She absolutely knew I would see them sitting there in plain sight. The only people who ended up coming to the shower were her family members and one friend of mine whom I'd invited personally. None of my other friends ever got their invites. I realized then that she had no intention of being a ""happy family"" as she loves to proclaim on social media. I don't have fond memories of this situation or others that have since transpired, but I have forgiven her. I think she is eaten up with jealousy and she knows that she ruined their marriage with her narcissistic ways and that she lost a wonderful man. ",14-Jun,1,5,7,7,7,2,1,1,1,7,7,7,5,7,7,7,7,7,7,7,7,7,6,3,3,3,2,7,2,6,1,6,7,4,5,4,7,5,2,51,2,1,15
8,1,for,I was taking care of a friend with a nerve disease who also had a prescription drug and alcohol addiction. He lied to me about having it in control. One night I came home and out of nowhere he attacked me and tried to choke me in a drug induced state. He threw me against a bed post and it broke off and injured my back. I ran out of the house once I got away from him and called the police that came and made him leave. After several months and addiction rehab for him. I told him he could no longer live at my home. The trust was gone. I feared for my life.,17-Dec,1,7,7,6,6,6,5,7,5,7,7,6,5,6,7,7,6,6,6,7,7,5,6,6,1,7,6,7,1,7,2,6,7,5,3,5,7,4,4,53,2,1,15
8,1,for,"I was made to feel like a bad person for not meeting a friend's emotional demands on a near-constant basis. I was going through a lot of upheaval in my own life and not feeling very good at the time.This person has a lot of emotional problems and can become very demanding and dramatic if they don't get a lot of attention. I learned to accept that they are just this way, and to try not to take things so personal, and to try to be there for them when I can, but to accept that I cannot be there for them emotionally as much or as often as they would like. ",2016-2017,1,5,6,5,3,6,1,1,1,6,5,5,5,6,6,7,5,6,6,6,4,1,1,6,2,7,4,6,1,6,3,5,5,5,5,5,5,4,1,54,2,1,15
8,1,for,"I was under psychiatric care and had been on medications for many, many years. My doctor left the facility and I was to see a new one. I went to see him and he unexplainably refused to continue my medications. No matter what I said he refused to hear me. As I was tired of the whole charade anyway, I left an never went back. I went through much physical and mental torture to withdrawal from those meds. But I came to figure out it was for the best. So in my heart and mind I have forgiven him. ","January, 2022",1,7,7,6,6,3,1,1,1,7,6,7,3,7,7,7,5,6,6,7,5,6,5,1,1,7,7,7,2,2,1,6,7,7,7,7,7,7,6,54,2,1,15
8,1,for,The ex boyfriend was controlling and put me down quite often. I was never good enough. I guess I forgave him because I stayed with him but eventually broke up because I couldn't take it anymore and was so unhappy.,17-Mar,1,5,6,6,6,5,3,3,2,6,6,6,5,5,6,6,4,4,5,5,5,1,1,3,1,4,7,7,1,6,4,4,6,4,5,5,3,2,3,55,2,1,15
8,1,for,"A friend did not help in a situation where help would have meant the world to me. It meant that, after 15 years of trying, my husband and I gave up trying to work in the same location so that we could live in the same place. Instead, I have had to move and have a long daily commute. My friend could have helped and has often helped others in the same situation, but for some reason did not help me. I never confronted them, but over time I got over being angry, so to that extent, I guess I have forgiven them.",19-Sep,1,3,6,7,5,3,1,1,1,3,6,6,5,7,7,7,4,5,6,6,5,3,2,5,3,7,7,7,2,2,2,3,7,5,3,6,5,5,2,56,2,2,15
8,1,for,"Last summer, my husband made hints that certain food/drink that I buy wasn't good to buy. When I pressed him as to why he cared about the food/drink purchased, he let it slip that he thought the food/drink was fattening. It took me a minute to realize that he never ate that food/drink and that his concern about it being fattening was for me and that he was actually telling me that I had gained weight and he was worried. It hurt so badly because my husband NEVER has talked about or cared about my physical looks and has always supported and loved me.",22-Jun,1,1,7,6,2,7,1,3,2,7,7,7,3,7,3,7,4,4,5,7,7,3,1,4,2,5,4,7,1,6,6,5,5,6,1,6,5,6,2,56,2,1,15
8,1,for,"I was giving a lecture or talk in the class I was teaching at that time and one of my colleagues mentioned how boring they thought my talk was. This hurt my feelings because I thought I had done a good job. The comment was said in front of other co-workers which made it even more embarrassing. It hurt emotionally, but I was able to forgive that person after feeling bitter for a few weeks.","September, 2018 ",1,3,6,7,7,6,4,3,2,6,6,6,5,6,7,7,6,6,6,6,6,3,6,2,3,2,1,6,2,3,3,3,6,5,4,6,5,3,2,57,2,1,15
8,1,for,My adult son who I was very close to and has two of my grandsons started dating a girl who was emotionally and physically abusive to him and emotionally and verbally abusive to my grandsons. I expressed I was not okay with this and that he was an adult and could choose to stay but my grandsons did not have a choice and this was not acceptable for them and that I would be a voice for them if he would not. He decided to move across country and change his phone number and has not spoken to my for 1.5 years and will not allow me to see or speak to my grandsons either. I was devastated and heartbroken and angry at first. But I have since forgiven him and know when my grandsons are old enough they will reach out to me and we will see each other again. All I can do in the mean time is pray for their safety.,21-Dec,1,5,7,5,5,1,1,1,1,7,7,7,4,7,7,7,4,6,7,7,7,5,1,4,1,7,7,7,1,7,4,4,7,7,7,7,7,5,5,57,2,1,15
8,1,for,A friend called me out publicly and expressed how I wasn't concerned about their family who I was very close to.  She said things that were not true. She lashed out in front of other people and didn't try to talk to me personally or privately about it.  I was taken off guard and hurt. I did forgive her though.  I know she was just hurting on the inside about her family and feeling frustrated and lost.  We all deserve to be forgiven. ,21-Mar,1,5,5,4,5,2,1,1,1,5,5,5,2,7,7,7,2,5,2,3,6,1,1,2,1,3,4,7,1,7,3,3,5,2,5,2,7,3,3,59,2,1,15
8,1,for,"I was harmed emotionally by a family member. While I have forgiven this person, I no longer trust them. Age and experience have shown me that life is filled with disappointments and betrayal is one of the worst of all. Forgiveness has to occur for personal healing and growth. I choose to forgive so I can be healthy.",16-Dec,1,1,7,7,7,1,1,1,1,7,7,7,7,7,7,7,4,7,7,7,7,7,4,5,1,7,7,7,1,7,1,7,7,7,7,7,7,7,7,62,2,1,15
8,1,for,"My friend was struggling with lung cancer. I threw a hissy fit with her about helping herself. That she must slow down drinking and smoking, and she refused to listen got mad at me, and called me several nasty names. She refused contact for several months.","Oct. 15, 2022",1,5,6,6,6,6,1,1,1,6,6,6,2,6,6,6,6,6,3,6,2,5,1,6,2,6,5,6,3,5,3,2,6,5,3,3,2,5,5,64,2,1,15
8,1,for,"I have two roommates, a married couple who are good friends of mine. The wife announced that she wanted me to move out because she and her husband weren't getting along. I was horrified because were in the midst of a 100-year pandemic nationwide lockdown and weren't supposed to get within 6 ft. of anybody we don't live with. She proceeded to give me the silent treatment for the next four months, and I felt terrible with that ongoing situation and being isolated from my other friends.",20-Jun,1,5,6,7,5,6,1,1,1,6,7,7,7,5,7,7,7,6,7,7,7,5,3,7,2,7,5,7,2,5,2,3,5,4,2,2,5,7,7,64,2,1,15
8,1,for,My best friend Peggy I have known for over 45 years. She totally forgot my birthday last year. She had 2 foot surgeries and was unable to walk for over 10 months. I never said anything to her because she had so many health issues and I felt so sorry for her. We went to a movie and out to lunch 6 months after birthday and lo and behold she brought many gifts into the restaurant and said I was finally able to walk and the first place I went was to a store to buy you gifts! ,21-Apr,1,5,3,2,6,1,1,1,1,5,5,7,2,6,7,6,6,5,3,7,6,7,2,3,6,2,1,6,2,4,3,6,5,5,1,1,6,2,1,65,2,1,15
8,1,for,"My brother whom I am typically very much relational with has been going through some tough spots with aging and his continual alcohol abuse. This is creating harmful relational patterns toward many people. But, I elected to try to create some more space between us and allow him time to pull himself together and also to protect my heart. But, on this past Christmas night I received a nasty mean message from him that actually made very little sense. However, the words he used toward me were definitely hurtful. I decided that I would forgive him on the spot so I only responded back to tell him that I think that he just said the most hurtful things he has ever said to me in my life. But, I also told him that I know he is going through some hurts of his own so I choose to forgive him. ",22-Dec,1,4,5,3,3,2,1,1,1,5,5,6,4,5,6,6,6,4,6,7,7,7,4,3,2,5,4,7,2,6,2,5,6,6,4,4,6,3,3,65,2,1,15
8,1,for,"My youngest daughter has a personality disorder that causes her to lash out when she feels emotionally threatened. A few years ago, I was driving home from my mother's funeral, which was out of state. My daughter kept calling me while I was on the road. She had a problem at home and wanted to take it out on me. I said something totally innocent that set her off. She said a horrible thing to me and hung up. We didn't speak again for several months, until one day she texted me with a friendly message. Although she didn't acknowledge her previous actions, I forgave her. I did this for her, my grandchildren and for me.",19-Sep,1,6,6,1,2,6,1,1,1,5,6,7,3,6,7,7,7,7,7,7,7,7,6,2,1,6,4,7,1,7,4,6,7,7,7,5,7,2,2,66,2,1,15
8,1,for,"My sibling didn't believe me when I told her of an attack that happened to me. I had been scared  to death by the event and simply needed someone to talk to about it. This  deeply hurt me. At no gtime had I considered that I wouldn't bebelieved. Much later on I decided to forgive her, as it was only hurting me and I needed to move forward.","April, 2016.",1,5,5,5,3,2,1,1,1,6,5,6,3,6,6,6,6,5,5,6,6,6,5,4,1,4,5,5,3,6,3,4,5,5,3,5,6,3,2,66,2,1,15
8,1,for,"My ex was a dedicated hoarder and a narcissist. His collections of everything from treasures to trash and long as it was cheap or free made my life a living hell. Then he bacame defensive of the hoard and got mean, sarcastic and verbally abusive. When I started cleaning up without permission, he secretly got himself a girlfriend and courted her until she bought a house for their exciting new life together, then he abandoned me. I forgive him because the day he drove away was one of the best days of my life. It took nearly a year to clean up the mess. And I got the fucking house.",20-Apr,1,7,7,7,7,4,4,1,1,7,7,7,4,7,7,7,7,7,7,7,7,7,7,5,1,7,2,7,1,7,7,2,7,7,7,7,7,7,7,66,2,1,15
8,1,for,My son had major surgery and my husband could not go.  I spoke to him on the phone and cried a lot on the phone.  I was so emotionally drained when I finally made it home.  I was looking forward to spending some time with my husband to replenish my emotions.  BUT when I got home my husband spent the whole evening with my teenage neighbor.  I was hurt cause I knew he knew I was totally wiped out from the day.,19-Aug,1,5,3,3,2,1,1,1,1,5,3,5,2,2,6,6,2,5,6,6,2,5,2,7,4,6,3,6,1,7,6,4,6,4,6,5,7,2,1,66,2,1,15
8,1,for,I was moving. My house sold on the third day and they wanted me out in two weeks. I had to find a place my dog and I could stay for a few days. I couldn’t stay with my friend Judy because of her cats. She got very mad and didn’t speak to me for over a year.,"September, 2016",1,5,6,3,5,3,2,2,2,5,5,5,3,6,6,6,3,4,5,4,6,2,1,4,3,3,5,5,6,6,2,3,4,3,2,2,6,2,1,70,2,1,15
8,1,for,"I had a supervisor, lets call him Alan, who was a friend as well as one of our administrators. One night there was a terrible ice storm. I watched the news, listened to the radio and waited for a call to say that we were closed for the day. Alan was the person responsible for making that call and when it didn't come I left and drove on treacherous roads to get to work. As I pulled into our parking lot I noticed that there were only a few cars there, after a 60 minute slippery and terrifying ride. My car began to slide on the ice. I had no control over the car as I slid slowly into a very large tree. My three week old car was no longer drivable. The front end was crushed in. I called for AAA to come and get me and, while I waited, I called Alan. He sounded like I had woken him up. I said, ""where is everyone? I just see some of my department members cars here but no one elses."" Alan didn't know what to say other than ""didn't I call your department? I'm so sorry"". He did not call anyone in my department. I was furious, as were my coworkers when they saw my car. One of them drove me home after the tow truck took my car away. I was furious, upset and could not believe that my friend would endanger my life and the lives of the other 66 people in my department. I didn't speak to him for several weeks, I was so angry and hurt. Alan came to me several times to apologize, and to my coworkers as well, but I was very cool to him for those few weeks. He finally came to me and said ""we're friends. I am so sorry. I don't have any excuse other than I overlooked the page with your department's phone numbers. I cannot tell you how sorry I am."" At that point I told him I forgave him, and how much he had hurt me and the others by not even realized he had put us all in jeopardy driving in an ice storm. ",18-Dec,1,4,7,7,7,7,1,4,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,1,6,1,7,1,7,4,1,7,5,5,7,7,3,3,71,2,1,15
8,1,for,"My mother and I are very close. I tell her pretty much everything. On the otherhand, if I confide in my aunt she will tell her husband who is very judgemental. Recently, my mother unintentionally shared some personal information about me. I was upset but forgave my mom because it was a thoughtless mistake.","May, 2023",1,5,5,3,3,5,1,2,1,5,5,7,5,7,7,7,6,5,7,7,7,2,5,3,3,7,5,7,2,5,3,3,6,6,1,6,6,5,5,,2,1,15
8,1,for,"My little brother took my chocolate bunny.  True, I was 16, but I still cried cuz he ate the ears off first so it looked like a poor boy.  I didn't talk to him three days.  Then he laughed at me and I got mad and told him he is bad boy.",Jun-96,1,7,7,7,7,4,1,1,7,7,7,7,2,7,7,7,7,7,7,7,7,3,3,4,1,7,7,7,1,7,4,4,7,4,1,7,7,3,3,22,3,1,15
8,1,for,"My then-partner was blackout drunk and punched me in the stomach during an argument. I was just trying to walk past him but he thought I was charging him to physically hurt him. We talked about it a lot he felt terrible, and he then got his drinking under control. It was somewhat of a wake-up call that things had gone too far. ","October, 2019",1,6,7,7,6,3,1,7,1,6,6,7,6,7,7,7,7,7,6,6,6,3,6,3,4,7,7,7,1,7,4,4,6,6,3,7,6,7,7,45,3,1,15
8,1,noFor,"One of my closest relatives did one of the most unspeakable and unforgivable things ever. ""Joe"" will be his fake name. Joe one day thought it would be a genius idea to molest my sister and would continue to do it until she was in 5th grade, but that isn't the end. One morning he touches her in front of me and I had no clue what was going on. Once I found out it hurt. It hurt so bad to realize that could have stopped what he was doing, but I was too stupid enough to know it was wrong. I haven't made contact with this relative since.
",14-Jun,3,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,1,7,7,1,1,5,1,7,7,7,1,7,1,7,5,6,1,2,7,7,2,18,1,1,15
8,1,noFor,There was this kid in my middle school who took my content and claimed it as his. Basically I used to run a little YouTube channel where I posted edits. Someone from my class somehow found my password while I was sharing it to my friend on a notecard and he went in and basically rebranded the channel as his. The next day he went in telling everyone to watch the edits and telling them that it's his and nobody really believed me when I said it wasn't. Never recovered that account to this day.,16-May,3,6,7,2,5,6,1,1,1,7,6,5,5,6,7,6,5,6,6,7,5,6,5,3,2,2,1,6,1,2,2,3,6,5,3,4,6,5,2,19,1,1,15
8,1,noFor,A event in which a person harmed me emotionally was when my girl cheated on me and it was very heartbreaking. This affected me in a way that made me insecure about myself. This also hurt my mental health and changed the way i thought about women. This is the reason I don't trust people right away.,"november, 2019",3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,19,1,1,15
8,1,noFor,"When I was 17, I broke up with an individual that was extremely manipulative and toxic. Once I left, there were non-stop threats. There were threats on harming themselves or worse if I did not go back. They would also say explicit and inappropriate comments to harm my character.","June, 2019",3,7,5,3,3,3,1,3,1,6,7,6,4,7,6,7,4,7,6,7,6,4,3,6,1,3,3,7,1,6,4,2,6,3,7,7,2,3,2,20,1,1,15
8,1,noFor,"A friend asked if they could talk to me in private. I agreed, knowing they were going to talk to me about their mental illness. They claimed they didn't have anything wrong in their life, but they were severely depressed and anxious. I told them I'm not a professional in dealing with this situation, so I provided them numerous resources they could use to seek help. They refused to seek help, and instead, they kept putting me in situations where they would talk to me about their problems and I would feel helpless as a result.",23-Feb,3,3,6,5,3,5,1,1,1,5,6,7,2,7,7,7,5,3,3,7,7,3,3,2,2,6,6,7,1,6,1,5,5,5,2,2,6,3,5,20,1,1,15
8,1,noFor,"I was emotionally harmed greatly by someone who wronged not only me, but a few of my close friends, he lied and cheated on his partner, who was our friend, and used my kindness to get closer to other people so he could cheat, once I realized I felt awful for assisting in his behavior, even if it wasnt on purpose. ",18-Aug,3,7,6,7,4,6,2,3,1,5,6,6,2,6,6,5,3,6,6,4,5,3,2,2,2,5,6,6,1,5,3,3,5,5,2,5,1,5,6,20,1,1,15
8,1,noFor,"Back in 2019, I attended a peer-led review session for general chemistry.  In this session, i worked with a random student on complicated chemistry problems that I remember struggling with. The student seemed to breeze through the work and did not stop to show their work or explain how they solved the problems.  The student was extremely rude and snobbish and i did not forgive him for this becuase i saw him throughout the semester do the same thing to other students.",19-Oct,3,6,3,7,3,2,2,3,1,5,5,5,6,7,3,7,5,3,4,7,3,1,3,6,1,3,3,7,2,3,3,6,7,5,4,3,5,6,4,21,1,1,15
8,1,noFor,I had a friend in highschool that would constantly go behind my back and talk about me to other people. They would make up lies about me to get other people to dislike me. I had never done anything negative to them that would warrant reactions like this. It was really just a show of their character in them trying to get ahead. ,17-Jul,3,5,3,5,5,5,1,2,2,5,5,5,5,5,5,5,4,5,5,3,5,5,5,6,3,5,4,4,4,5,5,5,4,5,3,5,6,3,2,22,1,1,15
8,1,noFor,A few years ago I had two bullies who had been harrasing me sense middle school. When I got into my freshmen year of highschool they began following me around during my lunch. I tried to descalate the situation by walking away. I remember one day specifically I was standing in the lunchroom waiting to get my lunch when the main bully nicknamed D came up and pulled down my pants infront of the whole lunch room.,15-Mar,3,7,7,7,7,6,4,7,2,7,7,7,6,7,7,7,5,6,6,7,5,6,6,5,1,6,7,7,1,7,1,7,7,7,6,4,7,7,6,22,1,1,15
8,1,noFor,When I was in middle school people bullied me because I acted gay. I'm gay but I didn't fully understand my feelings until that point in my life. People would dismiss my viewpoints because I sounded feminine and didn't acknowledge that I was valuable. One day at lunch there was someone who was making fun of me and was calling me slurs and gay in a very derogatory way. I stood up for myself and I'm proud of myself for standing up for myself.,2013-2014,3,7,4,3,6,6,1,1,1,3,3,7,5,5,7,6,5,5,5,6,5,5,5,2,6,6,5,5,5,5,6,7,2,7,1,2,3,1,2,23,1,1,15
8,1,noFor,"Went to a concert with a close friend of many years. He was being such an asshole that night it was unreal. Screaming at me when I told him to behave himself. I didn't really even make the decision to cut him off, I just knew I was never gonna deal with him after that.",20-Mar,3,6,5,4,5,6,2,1,2,5,5,6,4,7,7,3,5,4,6,6,4,5,5,6,2,5,7,6,2,5,3,3,6,5,3,4,1,7,3,24,1,1,15
8,1,noFor,An ugly event happened to me while i was in high school. We had a football match and i happen to be part of the school team. We were on the pitch training for the upcoming match when a guy from the opponent team kicked the ball to my head. I felt pained because i knew he did it intentionally. He was given a yellow card but i never forgave him.,"may, 2012",3,7,6,6,6,6,3,6,3,6,7,7,2,7,7,7,7,6,6,7,7,7,6,6,2,5,2,6,2,6,2,6,6,6,6,6,3,2,5,25,1,1,15
8,1,noFor,"I was phsically assaulted by my cousin. While at a family function two years ago, a family member of mines had a little too much to drink. When I confroted him about it, he told me he understood and that he would slow down. The minute I turned to walk away, he jumps on me and starts punching me while I'm on the ground.",Febuary 2021,3,7,6,7,6,5,2,7,2,6,7,6,4,7,7,6,5,6,7,7,6,5,3,2,1,6,3,7,1,6,1,3,2,2,6,5,6,7,5,26,1,1,15
8,1,noFor,"One of my ex friends demanded that I send him money for profiting off of a trade he advised me on and then cut me off from his (our) friend group when I decided not to. This was just a few months after we spent time together in person on a mutual vacation, which was especially upsetting. I did my best to move on afterwards and sever all mental ties I had to this person.",21-Jan,3,4,5,4,5,1,1,1,1,4,4,5,3,6,6,5,5,5,6,7,6,3,2,3,2,5,3,7,1,5,3,2,5,5,4,4,6,2,1,26,1,1,15
8,1,noFor,"I remember this one time in high school when this girl who used to be my friend decided to spread a nasty rumor about me to our entire friend group. It was something really personal and embarrassing, and it caused a lot of people to start treating me differently. I was really hurt and upset, and even though I confronted her about it, she never really apologized or seemed to understand how much damage she had done. To this day, I still feel angry and hurt when I think about what she did, and I don't think I'll ever be able to forgive her for betraying my trust like that.",18-Jan,3,6,6,7,5,6,4,4,1,7,6,7,6,7,5,6,7,5,6,6,5,6,6,6,5,6,7,6,5,5,7,6,7,4,4,7,6,6,4,26,1,1,15
8,1,noFor,"When I was around 22, I gave my friend $60 that wasn't mine so he could buy a special herbal tea that my mom needed for her chronic pain. It wasn't available in my area and I had no car, so he said he would go and get it for me. Days passed with no word and whenever I called him to verify, he assured me he would get it. But he never did, which broke our ten year trust and broke my heart, plus I had to pay my mom back the 60 dollars quick because she had borrowed it from someone else. That ruined our friendship permanently and after I told him off, we never spoke again.","June, 2018",3,7,7,6,6,5,4,5,5,7,7,7,5,7,5,5,5,5,5,7,6,6,6,3,1,7,6,6,1,7,1,7,6,5,5,5,6,7,2,27,1,1,15
8,1,noFor,"In the year 2015 I had graduated from high school about 2 years ago, I was in an area of the country that was not doing economically well and was very difficult to find work in, my parents were not very understanding despite the applications I had been putting in to find work, due to my dad's military service I qualified for some free college which I could have used to help better my job prospects, due to the dynamics of my family my mother had the final say in if I used it or not, she constantly refused to let me use it keeping me set back and unable to find work for years. So much wasted time because of her. ",15-Jul,3,7,6,6,4,7,1,1,1,6,5,6,2,7,6,7,3,3,6,5,5,2,2,2,1,7,7,7,1,7,1,7,7,7,6,7,7,7,7,27,1,1,15
8,1,noFor,"During a particularly turbulent time in my life, I was possessed of suicidal urges and severe depression. I was having a conversation with someone who I thought to be a close confidant which became unnecessarily heated due to said person's disposition. During this conversation, said person encouraged me to commit suicide knowing my fragile emotional state. This lead to a fairly long and unfortunate series of events that are not needed to say that I did not forgive this person.","August, 2018",3,7,6,6,6,7,2,2,1,7,5,6,4,7,7,7,5,5,5,5,3,2,1,4,1,6,7,7,1,6,2,4,4,3,4,6,5,5,2,27,1,1,15
8,1,noFor,I was 18 and struggling my friend made fun of me saying that I wasn't going to get into a good college and wasn't going to graduate and all this hurtful stuff. There was really no reason for it and it was uncalled for. I felt it was really unkind especially given that I was going through a tough time. It was the beginning of the end of a friendship.,13-Oct,3,5,5,5,4,3,2,2,1,6,6,6,2,6,6,6,3,3,5,6,5,4,3,2,2,4,2,6,2,5,3,3,5,4,3,3,5,3,2,27,1,1,15
8,1,noFor,"When I was in scouts, a scout leader grabbed me by the hair and yanked me towards him. I was incredibly offended. I was also afraid of him, since he was muich larger and stronger than me. I never forgive him, and I think he's a fucking piece of shit, bigoted scum.","December, 2019",3,6,3,7,5,2,1,7,1,4,3,4,2,5,6,3,3,3,3,4,4,6,3,3,1,5,1,5,2,5,1,6,2,3,2,2,4,3,3,28,1,1,15
8,1,noFor,"My friend decided to bring up a situation from the past in which I lost my temper at someone else and yelled at this third party. I had already apologized to this person for this, and the person who brought it up to me was not even involved. This was intended to provoke me for some reason. Because of the strained relationship me and this person had for years, I decided that this was the final straw, so to speak, and so I decided to stop speaking to them.","March, 2023",3,5,7,4,5,2,1,1,1,7,7,7,3,7,7,7,7,7,7,7,7,5,4,1,2,6,6,7,1,5,2,3,6,4,5,6,7,5,2,28,1,1,15
8,1,noFor,"Last year, one of my friends got mad at me and punched me in my face. I was furious that one of my friends did that. To this day, I have still not forgiven him. I will probably never forgive him for punching me in my face. ",22-Feb,3,7,7,6,6,4,3,7,2,7,6,6,4,7,7,6,7,7,5,5,4,5,4,5,1,7,7,6,1,7,1,6,7,5,5,6,6,6,5,28,1,1,15
8,1,noFor,"September 2015, it was the day I was moving into my college dorm. My mom was with me, and we were riding a shuttle along with some other groups towards the dorm drop-off point. I remember seeing my mom texting my new address to my dad. She knew that me and my dad are not on good terms, and she knew that I did not want him knowing where I am or being able to contact me. This was not the first time something like this happened. I was fuming, and I did not want to talk to her for the rest of the day.",Sept. 2015,3,5,7,4,2,5,1,1,1,7,5,5,1,6,7,4,3,6,7,7,7,7,4,6,1,7,4,7,1,7,1,6,7,4,5,5,6,1,2,28,1,1,15
8,1,noFor,I was dating a girl in college for a few months and things were going well between us. I invited her to a party that I was going to be at because I wanted to see her. She apparently didn't realize how exclusive we were and she cheated on me with another guy at the party. I was beyond hurt because of her action and her not realizing how much this would hurt me.,16-Apr,3,6,6,5,6,2,2,5,1,6,6,7,5,7,7,7,6,6,7,7,7,2,6,5,1,6,5,7,1,6,1,6,6,3,6,7,2,5,2,29,1,1,15
8,1,noFor,"A few years back, I met someone who I had fallen for hard. Her and I spent all sorts of time together and grew very close, and despite both of our flaws I felt we were truly making something special. She regularly would ask to borrow money more and more, and I was too blinding by emotions to see that she was using me. She ended up draining thousands of dollars from me, and when I told her I had no more to give, she left me. She never had any feelings for me, only for the money I had. Years later I'm still paying back the fallout of her manipulation, and while I'm mad at myself for letting myself fall into that, I'll never forgive her for what she did.",19-Apr,3,7,5,6,3,1,3,5,1,6,5,2,6,7,6,3,5,2,2,6,2,1,1,7,1,3,7,7,1,7,1,6,7,6,7,2,6,3,5,29,1,1,15
8,1,noFor,A friend slept with my girlfriend. I did not forgive them ever and they did not tell me about it. I found out from another person and I ended up breaking up with my girlfriend. It made it hard for me to trust other women.,"February, 2019",3,7,7,7,7,6,5,5,4,7,6,6,5,7,6,6,6,6,6,6,5,6,6,7,1,7,7,7,1,7,1,7,7,4,7,7,7,7,5,29,1,1,15
8,1,noFor,"I can recall a time where I was going to tutor a student in high school. On the way from leaving my house, I was stopped by an old man with two young women who were all bruised up. They asked if i could assist them and take them to the urgent care. Against my better judgement, I took them and on the way, they proceeded to try to take my keys and hit me from behind with the textbook I had. I was able to get away, but I never forgave them for the crime, and I cooperated with the police after the fact. ",14-Sep,3,7,6,6,6,3,2,6,2,5,6,7,4,6,6,6,6,6,6,6,6,6,4,6,2,6,6,7,1,6,2,5,6,6,2,7,7,2,1,29,1,1,15
8,1,noFor,I lent a colleague a laptop because he asked for one to borrow. He never returned it. I asked around and found out he somehow broke it. I was very upset because he tried to hide it.,"August, 2014",3,5,5,5,5,5,2,2,2,5,5,5,3,6,4,5,5,5,5,3,3,5,5,5,2,4,3,5,2,5,3,3,5,2,5,5,2,2,2,29,1,2,15
8,1,noFor,"My mother's ""husband"" was a violent alcoholic criminal who frequently lashed out against us. During one of these events, he attacked me and threatened to kill me. Given the severity of his abuses over the course of my life up to that point, it was not out of the question that he would actually make good on this threat. Unfortunately, I really did not care if he actually killed me as my life was entirely meaningless in no small part due to his abuse and constant inflicted suffering. I have never, nor will I ever forgive this man despite his five years of sobriety and efforts to be a better person now. Some people are beyond any form of redemption, and this one is one.","December, 2015",3,7,7,1,7,6,4,7,1,7,7,6,6,5,7,7,6,7,7,7,6,7,6,3,1,6,7,7,1,6,1,7,6,2,4,5,7,6,3,29,1,1,15
