Condition,describe,timePerp,w,moral_1,dim_1,color_1,visualDetail_1,sound_1,smell_1,touch_1,taste_1,vivid_1,detail_1,comprehensible_1,complex_1,realistic_1,location_1,setting_1,spatialArrangementOb_1,spatialArrangmentPeo_1,time_1,year_1,season_1,day_1,hour_1,long_1,tone_1,implications_1,implicationsNow_1,felt_1,valenceThen_1,intensityThen_1,valenceNOw_1,intensityNow_1,thoughts_1,reveal_1,before_1,after_1,accuracy_1,oftenThought_1,oftenTALKED_1,age,Gender,Education,language,race,Problems,workerID,attnCheck
for,this morning me and my husband were having a conversation while he was commuting to work and the conversation got a little heated. he started raising his voice and it really hurt my feelings and triggered some bad memories that stem in my childhood. I started crying and couldn't catch my breath and i could tell that he felt bad about it. He apologized before he went in to work and we ended up making up before he had to get off of the phone.,20-Mar,Yes,3,7,7,6,2,1,1,1,7,7,7,5,7,7,7,6,7,7,7,7,7,6,2,1,6,4,7,1,7,2,5,7,3,7,7,7,1,1,30,female,Some College,english,Caucasian/White,,AQ9Y6WD8O72ZC,Yes
for,"I got pretty upset at a close friend who was found to shared information that was private about me with someone else. It wasn't terrible information exactly, but I was not on good terms with the person that they shared it with and it was just none of their business. We eventually hashed it out through conversation. I expressed how I felt, and they apologized. It will be hard to really trust them again, but I did forgive them.",19-Dec,Yes,4,4,3,2,6,2,1,1,5,4,5,5,6,4,3,3,3,4,7,6,3,4,3,3,4,2,4,3,4,3,3,5,4,4,4,2,4,2,28,female,4-year College Degree,English,Caucasian/White,,AN098C29EGJ6,Yes
for,"I believe I was 30 when this incident occurred. I remember getting into a huge argument with one of my older brothers who betrayed my trust and told my older sister lies that I mistreated my father while he was suffering from dementia. To this day I have no idea why he did what he did, but in the end my older sister didn't believe him and we had a falling out over that. He also included my mother in that horrible lie. He was always nice and kind to me before, so him doing this was like stabbing a knife in my back. I didn't speak to him again until my father was on his deathbed. I decided, against my mother and older sisters wishes, to speak to him again and  forgive him. I wanted him to speak to his father one last time. However, my father died soon after and he never got the chance. While I did forgive him, we never talked again after that, even at the funeral.","April, 2016",Yes,7,6,6,7,2,1,1,1,7,6,6,7,7,7,6,4,4,6,6,6,6,1,4,1,7,7,7,1,7,2,6,7,3,7,6,6,4,1,34,Male,Some College,English,African American/Black,,AIEKCWYZTS41V,Yes
for,"A time I was harmed emotionally was when I was planting flowers one very warm summer day in my back yard. My dad, who suffers from mental illness, was at my home. He was painting a portal basketball net that I did not ask him to paint. I was to sell the basketball net that day to someone and this was really inconvenient for him to do. He did this, I am guessing because he is mentally ill. He was on a ladder painting the post part of the basket net when he fell off the ladder and spilled the paint every where and even on the house and driveway. I was very close by and went to him. I said oh my God there is paint everywhere and the buyer is coming very soon. Well my dad exploded and said I don't care about him and he began swearing at me using profane words and told me I should just go in the house. My own house! Where he does not live! Well I became extremely upset to the point I was crying and shaking uncontrollably. The effects of this still linger today. It was very very difficult for me emotionally. ",15-Jun,Yes,7,6,6,6,2,1,1,1,6,6,7,5,7,7,7,6,7,5,7,7,7,3,4,1,7,7,7,1,7,1,5,7,3,7,7,7,4,2,46,female,4-year College Degree,English,Caucasian/White,no problems thank you ,A1561P9VVA3C1C,Yes
for,"About three years ago, I got into a bad arguement with my father. It wasn't something very serious but it went out of control. He ended up telling me that he hoped I'd die and that he was sick of me. I yelled the same thing back at him, but later on I cried hard and felt bad for years. I didn't see him for a while after that but when I did he apologized and said how sorry he was and I forgave him.","January, 2017",Yes,7,7,7,7,7,1,1,1,7,7,7,4,7,7,6,5,6,6,6,7,6,5,2,1,7,7,5,1,7,3,5,7,4,3,7,6,3,3,32,Female,4-year College Degree,English,African American/Black,Everything was good.,A1KTPYX40PRLVW,Yes
for,"One of my family members was having a trouble at work and was drinking excess amounts of alcohol to cope with his problems. One day when he was very drunk, he said some very inappropriate comments to me that I didn't appreciate at all. He also become physically aggressive. He was drunk and I had no trouble standing up to him, but the fact that he turned on me like that was very troubling. It took a long time for me to forgive him.",15-Jan,Yes,5,4,7,3,5,3,4,1,3,5,5,3,5,3,4,3,4,2,3,2,3,3,3,1,4,5,3,2,5,3,2,4,3,2,3,6,2,3,31,male,2-year College Degree,English,Caucasian/White,,A3UIDRGBV9NJWR,Yes
for,I was punched from behind by a guy that thought I said something about him.  There was alcohol involved.  Other people stopped him after a few shots.  I had nothing to do with it.  He semi-apologized later.,"July, 2014",Yes,6,6,6,6,6,2,7,1,5,5,6,2,6,7,7,6,6,6,7,6,5,5,1,2,5,3,5,1,6,3,5,6,2,2,5,2,3,3,42,male,Some College,english,Caucasian/White,,A23BWWRR7J5XLS,Yes
for,"My now ex-girlfriend and I were ""taking a break"" but we were still living together. We were still acting exactly as we were when we weren't on a break, which was hard to see it as such. I found out that she slept with another man in our apartment during that ""break"". She seemed genuinely sorry and I ended up forgiving her. ","January, 2017",Yes,6,6,6,6,5,1,2,1,6,6,7,6,7,7,6,6,6,7,6,4,6,3,5,1,7,7,7,1,7,3,3,6,4,4,6,7,5,5,26,Male,Some College,English,Caucasian/White,,A2JDYN6QM8M5UN,Yes
for,My cousin harmed me emotionally when she told me that I needed to lose weight. It was at Christmas and I was eating a lot that day. I guess she thought she was being helpful. She told me I should cut back on my calories because I needed to lose weight in my stomach area. I as mad for awhile but ended up forgiving her a month later.,"December, 2015",Yes,5,6,6,3,3,5,2,6,6,6,6,3,7,7,6,5,6,7,6,7,7,5,3,3,4,2,7,2,5,3,2,6,5,4,6,7,3,3,65,female,2-year College Degree,English,Caucasian/White,Everything was clear - thank you.,A2NZ7RMSBXESNI,Yes
for,my boyfriend when i was 18 broke up with me right before high school graduation. I found out that he had wanted to date someone else. I also found out that he cheated on me with this girl while he was still dating me.  It was very difficult for me as we had been dating for 3 years.,May-88,Yes,7,5,2,5,1,1,1,1,5,5,5,2,6,5,5,4,5,5,7,5,5,5,6,4,5,5,6,1,6,3,4,5,2,6,5,1,1,2,48,female,Some College,english,Caucasian/White,no,A2ESE3IBTNAEB7,Yes
for,"I had a crush on one of my best friends for a while. He knew it and he sometimes acted the same way with me, sometimes didn't. One day he told me that when he was talking to someone else that he told them I would perfect if I had a better body. I laughed it off and tried forgetting about it. It still haunts me to this day and has really impacted me emotionally.","May, 2010",Yes,5,7,7,5,7,1,1,1,7,6,7,1,7,6,6,6,6,2,2,6,2,2,2,1,5,5,7,1,6,1,5,5,4,1,2,1,5,2,29,Female,2-year College Degree,English,Caucasian/White,,ANQ0RLFEZ17W0,Yes
for,When I was younger I would play in the playground with friends at school. We would play hide and go seek and it would get intense. One day I climbed the latter to the place we always were waiting to count. I closed my eyes at the to of the latter facing it so I could quickly get down when I opened my eyes. I started counting and all of a sudden I felt a push and fell 8 feet with my eyes closed landing all of my weight onto my right arm. It broke. It was the worst pain ever. I decided to forgive my friend becuase yes what they did was stupid but I know they didnâ€™t intentionally hurt me.,10-May,Yes,5,7,7,7,7,7,5,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,1,7,1,7,7,1,7,7,7,5,3,28,Female,4-year College Degree,English,Caucasian/White,,A235DXY5FJN0IW,Yes
for,"I have had an estranged relationship with my dad nearly all my life and have not made any attempt to reach out and contact him, nor has he made any attempt to reach out to me. I understand that he simply doesn't care about my wellbeing and I am willing to accept that reality. There isn't much I can possibly do to change his mind on the matter and am willing to move on with my life.",10-Jun,Yes,4,4,4,1,1,1,1,1,3,4,5,2,6,4,4,4,4,2,4,4,3,3,6,1,4,4,4,1,4,1,4,3,3,4,4,4,5,3,22,Male,High School / GED,English,Caucasian/White,,A27EV0216FCLJW,Yes
for,"Six years ago I was in a horribly awful relationship. They were an alcoholic and constantly cheating on me. I felt trapped and depressed, I was desperate to feel love and not feel so tortured and alone anymore. I finally found an escape about 1.5 years into the relationship and left. It has been tremendously hard to forgive them for the things that they have done. But I know that not forgiving someone only holds hatred, anger, and sadness within yourself. You have to forgive to be free, so I have.",14-Mar,Yes,6,5,5,5,3,1,1,1,5,6,5,7,6,5,5,2,2,7,7,5,3,1,7,1,5,4,6,1,6,3,4,5,5,5,6,5,7,4,30,Female,4-year College Degree,English,Caucasian/White,No,A2287HLNN9EZ56,Yes
for,My boyfriend and I got into a fight in the car on vacation. We had been discussing something important about our future when he blew up at me because I said something that offended him. He spent the next hour calling me horrible names and threatening to drive back which would have wasted the money I spent reserving things.,11/11/19,Yes,6,7,7,2,1,1,1,1,6,6,6,5,7,5,5,5,5,6,5,5,5,3,3,1,6,3,7,2,6,1,5,6,2,7,7,7,1,1,31,female,Some College,english,Caucasian/White,,A3FT3XPTOWHJMY,Yes
for,"I emotionally harmed by friend by breaking a promise. We didn't talk for several weeks. However, afterwards we made up and studied for the final together. We are still decent friends but  I question our friendships ometimes.",19-May,Yes,5,5,5,3,5,1,6,5,6,6,5,5,5,5,6,5,4,5,5,5,5,5,5,5,5,4,5,2,5,5,5,5,6,4,4,2,6,6,22,male,4-year College Degree,English,Asian/Asian American,no,A2S591ZMEWMA5C,Yes
for,"I had a fight with my mom, and she freaked out beyond the normal level. She was so rude and aggressive and said awful things to me. I resented them for a long time, but eventually I've come to forgive them. I just don't care to keep holding a grudge for all of this time. ",12-Jul,Yes,5,5,5,4,5,6,5,5,4,5,5,5,5,4,4,6,5,5,3,4,6,5,5,5,6,6,4,6,5,4,4,6,5,5,5,5,5,6,23,female,High School / GED,English,Caucasian/White,,A31A4YKVSOYRVS,Yes
for,"My healthcare provider harmed me physically last year when they prescribed a medication in the incorrect dosage. As a result of this error, I ended up consuming a dangerously high amount of the drug in question. The high concentration of the drug in my system caused a number of uncomfortable and distressing physical symptoms, the most extreme of which was a severe outbreak of rash on part of my body. I eventually forgave this healthcare provider, however, because I know the mistake was unintentional and also not the result of poor training or lack of attention.",19-Feb,Yes,1,7,7,7,1,1,5,2,7,7,7,3,7,7,7,5,6,7,7,7,7,3,3,1,6,5,7,1,6,3,3,6,2,5,7,7,5,5,51,Female,Masters Degree,English,African American/Black,Everything was explained very clearly and worked properly. No problems or confusing text encountered at all.,A2YWSSQEXXCRGK,Yes
for,"A woman i cleaned house for and took to doctors appointment said something mean to me for no reason, out of the blue. She screamed at me when I was just talking casually about something. It did not make any sense . I left her house soon after that. She called me later that evening and sort of apologized by saying she felt bad earlier. I forgave her and kept working for her after that.",19-Dec,Yes,5,6,5,5,4,1,1,1,6,5,7,6,6,6,5,6,5,6,6,6,6,6,4,2,5,2,6,6,4,3,5,6,3,6,5,2,3,2,60,female,2-year College Degree,english,Caucasian/White,,A1GKD3NG1NNHRP,Yes
for,"I remember I was once played basketball with my uncle. I was guarding him close cause I wanted to win. When he got the ball he made a move and his elbow went directly into my eye. It instantly swelled up. Of course, I was mad but I forgave him because he is my uncle.",15-Jul,Yes,4,4,6,6,2,2,2,4,6,5,5,2,6,6,4,5,5,6,6,6,4,4,4,4,2,4,5,4,5,4,4,4,4,6,2,6,2,4,32,male,Some College,English,"African American/Black,Caucasian/White,Latino/Hispanic",,A90G0G4SJ26BM,Yes
for,I was hurt by a friend who stopped being friends with me because his girlfriend was jealous of me. We had a brother sister relationship. This lasted a year. It was very hard on me because he flat out ignored me when seeing me at the store and wouldn't answer my texts. Once they brokeup he wanted to be friends again. I believe in giving people second chances. ,15-Jul,Yes,6,4,6,3,2,1,1,1,1,1,7,1,5,6,7,1,2,3,1,7,1,1,1,1,7,2,7,1,7,1,1,1,5,2,7,7,3,7,33,female,Some College,English,Caucasian/White,Everything was clear. I would have picked a different situation if it had said I didn't forgive the person. Thank you for allowing me to participate. ,A2NS7RIEOFZTE5,Yes
for,"There was a man who I was in love with but we were both in relationships that were ending. I moved on from my relationship so we could be together, at great personal cost. He kept telling me that I just needed to give him time and he would do the same and we could start our life together. I kept telling him I didn't want to be part of a lie and he kept telling me to hold on and making it sound like I was being the unreasonable one for wanting to stop being in limbo. It all ended up tearing my life apart.","September, 2014",Yes,6,7,7,5,3,1,1,1,5,4,7,7,7,7,7,3,6,6,7,2,7,2,7,1,6,7,7,1,7,1,7,6,6,2,1,1,7,3,37,female,High School / GED,English,Caucasian/White,,ANOT5O8LZ98EV,Yes
for,"My ex-girlfriend would start fights based on imaginary things that would bother me a lot. Sometimes I would spend all night explaining to her that what she is accusing me of, be it deleting texts, having feelings for strangers, etc. were impossible. One night she hit me in the back of the head before going to sleep which infuriated me but I kept my cool and ignored her. Eventually after a few days, I forgave her and tried to move on.",19-Jul,Yes,6,7,5,6,3,2,6,1,6,6,6,5,7,7,6,6,6,6,7,7,6,5,6,1,4,6,7,2,7,1,5,6,6,4,5,7,6,2,30,male,Some College,English,Caucasian/White,No,A2RYRS301XIZZD,Yes
for,I had a big argument with my step son one evening. He was so disrespectful to his mother and I could not stand by and watch that happen.  There were several things that he said and once they were said there was no way of taking it back. It took several months but eventually I forgave him for the things he said about me and to me which were extremely hurtful at that time.,12-May,Yes,7,7,7,6,1,1,1,1,7,7,6,5,6,7,5,4,4,6,6,6,6,6,5,2,7,5,7,1,7,3,6,7,6,6,6,7,3,3,52,Male,Some College,English,Caucasian/White,No,A2Y0WNHMT4PZ4C,Yes
for,"I was interested in dating a girl that I had been interested in for a while.  We knew each other from friends and we would chat every once in a while.  We went out a couple times and I thought that we were getting along great.  However, texted me that she was not interested in seeing me anymore.  I felt emotionally hurt by this development.  However, over time I forgave her and just wrote the whole thing off as 2 people who were not compatable with each other.","Aug, 2018",Yes,2,6,7,5,1,1,1,1,6,5,6,2,6,6,7,4,3,3,6,5,2,2,3,2,2,1,7,2,6,3,5,5,2,2,3,7,3,2,45,male,4-year College Degree,english,Asian/Asian American,,A1IFF4KV23FGHJ,Yes
for,"A friend of mine once told my secret to some other people. It was a really important secret, one I really really did not want people to know about. I could not believe that someone I trusted could do that to me. My friend apologized and over time, we became tight again.",12-Mar,Yes,6,7,7,7,6,1,1,1,7,7,7,3,7,7,7,6,5,7,7,7,7,7,6,4,7,5,7,2,7,5,3,7,3,3,5,7,2,2,32,Male,4-year College Degree,English,African American/Black,,A3O7X46E3REM7I,Yes
for,My spouse revealed to me that she had had an affair in the first part of 2018.  This revelation harmed me emotionally as I was blindsided and shocked at this information.  I did a lot of sould searching to determine how to respond.  I decided to forgive my spouse and to see if there was an opportunity to reconcile and repair the damage.  I forgave her after we went through couples counseling. ,"March, 2018",Yes,6,7,5,6,3,1,3,1,6,7,7,7,7,7,6,6,7,6,6,6,7,6,6,1,7,7,5,1,7,1,7,6,5,4,6,6,7,7,53,Male,Masters Degree,English,Caucasian/White,I didn't have any problems with any of the material in the study.  Nothing was unclear or confusing.  Thanks for the opportunity to participate and good luck with your research!,A8KX1HFH8NE2Q,Yes
for,"was very close to a person, can't disclose the exact relationship here.

I used to visit their place often, talk to them on phone, it was a nice relationship.

I always knew that the person was a little negative in nature, and by negative, I mean seeking pleasure in other people's miseries and having a prominent feeling of jealousy.

And then, I faced a tough financial phase in life once, a few years ago.

I have a habit of not discussing my miseries with people, but still, information doesn't need a proper source to travel in Indian households.

And then I visited that person one day.

I could notice a change in behaviour the moment I entered their house. All they did was to enquire about my financial position, and mock at me indirectly.

I didn't spend much time with them, and returned soon.

I was angry, sad and disappointed at the same time with that person.

I did not seek revenge, neither did I start hating them, all I did was to subtly break most ties with them, without letting them know.

Today, I meet them at occasions, greet them, smile, talk a little, and that's about it.","APRIL,2015",Yes,6,7,7,7,5,5,5,6,6,6,5,6,5,6,5,5,5,5,6,6,6,5,7,6,5,7,5,6,7,6,6,7,7,7,7,6,7,6,28,MALE,Masters Degree,ENGLISH,Caucasian/White,NOTHING,A2UQ2471GMCFQ6,Yes
for,"A time a person harmed me physically was a time when I got into an argument with a friend. The argument became so heated that my friend pushed me, which caused me to fall and hit my head. I was pretty hurt, and there was even a little blood. My friend was instantly regretful, apologized to me and helped me to my feet. I ended up forgiving them because we have been friends for a long time.","May, 2015",Yes,7,7,7,7,5,1,5,1,7,7,7,3,7,7,7,6,6,6,7,7,6,6,3,1,5,2,7,1,7,4,2,6,2,6,7,7,5,3,29,Male,High School / GED,English,Caucasian/White,"I did not have any problems, and I did not find anything to be confusing.",A2S3SV1LQTKJ8K,Yes
for,"A few years ago, someone physically harmed me during an argument. It was another man, and we are arguing about a topic. It was tense and sensitive, and ended up getting physical. He started it, and I did not fight back. I ended up forgiving him shortly thereafter.","August, 2017",Yes,6,6,4,5,2,1,7,1,5,5,6,2,6,7,6,5,5,5,5,3,5,3,2,3,5,3,6,2,7,2,5,3,3,4,5,2,3,7,21,Male,Some College,English,Caucasian/White,,A3FAF93BMDJLAL,Yes
for,"Seven years ago I was raped by a guy in my group therapy.  He raped me after driving me home from group.  He slammed me against a desk and shoved himself in me.  He shoved himself in three of my orifices.  I forgave him because I had to see him on a weekly basis, so I really had to.",13-Jul,Yes,7,7,7,7,4,2,7,5,7,7,6,4,7,7,7,7,7,7,6,7,4,5,7,1,7,4,7,1,7,1,7,7,2,4,7,7,7,1,52,female,4-year College Degree,english,"Caucasian/White,Asian/Asian American",no,A49A0FF6ZXYDU,Yes
for,"I have a friend who is an Evangelical.  Normally she won't push her beliefs on me but recently, she had at it...and not in a good way.  She went on a tirade about how she is right about everything and used that perception to drag me down to some pretty low levels.  There doesn't seem to be any ""practice what you preach"" feelings with her.  There is only winning and losing, not right or wrong.  This is a horribly bad way to live your life.  It put a huge strain on our friendship.","February, 2020",Yes,6,7,7,6,2,1,2,1,7,7,7,3,6,7,6,2,3,6,7,7,7,7,5,2,4,4,7,2,6,2,5,7,6,2,2,7,4,3,62,female,Some College,English,Caucasian/White,Everything worked fine.  Best wishes with your study and stay safe out there : ),A2TUUIV61CR0C7,Yes
for,My friend wasn't there for me when she said she would be. I was having a hard time with my job and everything was coming down on my head. I was having the hardest time of my life and my best friend deserted me when I needed her the most. We ended up coming to terms and I forgave her. We are as close as ever now and I know it wouldn't happen again. ,"April, 2015",Yes,3,6,5,6,3,3,4,5,6,5,2,3,3,3,3,5,5,3,3,5,5,3,6,5,3,5,5,4,2,3,2,5,2,3,3,3,3,5,44,female,4-year College Degree,English,Caucasian/White,,A1VC85P4XYKS4D,Yes
for,"I was living in my one bedroom apartment.  A friend of my sons asked to stay a few days so I allowed her to do that.  When a week had gone by, instead of moving out she moved 3 of her friends into my apartment as well.  They told me that they would pay me for the month that they were staying with me.  I went ahead and got my car repaired thinking that I would have extra money to pay my rent.  When it came time to pay the rent, none of these people staying with me had a dime to give me.  I was $200 short of paying my rent so was evicted from my apartment.  Instead of leaving immediately, these people continued to live in my apartment.  I was really upset and hurt about all of this.  I moved in temporarily with a friend and they eventually moved out.  I had just one more month on my lease and would have been done..",17-Aug,Yes,6,7,2,7,2,2,1,2,7,7,5,6,6,7,6,6,3,6,2,5,5,1,5,1,7,7,6,1,7,1,7,7,2,7,2,7,7,6,56,Female,2-year College Degree,English,Caucasian/White,No problems with this study.  The instructions were clear and easy to understand.,A348NEQKS6VNIB,Yes
for,"my current fiance and I have been together since high school. some time after graduating from college I got really depressed and started questioning everything including our relationship. I decided that i wanted to take a break and see other people. i tried and out and i ended up deciding it wasn't for me. we ended up getting back together. one day i found out that he was still in communication with someone that he showed interest in while we were not together. i got really upset and didn't understand why they would continue to talk to other people if we were back together. they gave me their reasons for doing what they were doing and i decided to forgive them and move on, even though it made me feel really inadequate and hurt my feelings that they would do that. ",14-Jun,Yes,5,5,5,5,6,1,2,1,5,6,6,5,7,6,6,5,5,2,5,6,3,7,4,2,5,4,6,1,7,1,5,6,5,5,6,6,4,3,31,female,4-year College Degree,english,Asian/Asian American,,AOFDUROJ8XRZT,Yes
for,"My ex-girlfriend decided to get back at me by telling my mother a very private secret I had told her concerning sexual abuse by my grandfather. I was upset emotionally and mentally because this wasn't something my mother was ready to handle about her father. I did forgive her years later, but I will never forget.",16-Apr,Yes,7,4,4,2,1,1,1,1,4,4,7,3,7,4,4,4,4,4,6,4,4,4,2,1,7,6,4,1,7,1,1,6,1,4,3,6,3,2,44,Female,Some College,English,Caucasian/White,,A1B14CS9DW7008,Yes
for,"When my second child was born, it was expected that I would choose my cousin to be her godparent. However, I knew I couldn't do that because to be a godparent means a lot more than just having that title. It means, that if we are gone, that godparent needs to be able to raise our children in our faith, it means that, as godparents, they need to set examples to our children of our faith and my cousin doesn't live according to our faith. So, I couldn't choose her to be a godparent, unfortunately. My aunt figured this out and was livid and basically called me and my husband bigots and closed minded and other stuff that truly hurt me. It hurt me emotionally because I grew up seeing my aunt and my cousins a lot and they know me, they know I am not a bigot and closed minded, they know my personality so I felt as if she was slapping me in the face, it definitely hurt and caused some tension in the family. However, my husband was able to talk with her for hours and explain our situation regarding godparents and our faith. My Aunt (who is the same faith as us) finally seemed to understand and was able to calm down. I truly forgave her for the way she acted and we still went to Christmas that year. We still continue to have a close relationship with my Aunt.",13-Aug,Yes,3,6,5,5,3,1,1,1,6,5,7,1,7,7,7,1,3,7,7,7,6,2,3,3,6,1,7,2,7,5,3,7,2,3,7,1,6,2,39,Female,Some College,English,Caucasian/White,,A34UFMGVNCFKVV,Yes
for,I was with an ex-girlfriend and we got into an argument. She was aggressive and she punched me two times. She was also yelling at me. This was over something small and when I found out she has a bad temper. I did not hit her at all. ,12-Jul,Yes,7,7,7,2,1,1,7,1,7,7,7,1,7,7,7,7,7,7,7,7,7,7,1,1,7,3,7,1,7,1,3,7,1,7,7,7,1,1,35,Male,2-year College Degree,English,Asian/Asian American,no problems,A3PYEW6693PCHT,Yes
for,"This past new years I went to a party at a friends house. One of my best friends was hammered and getting ready to drive home. I think I was one of the only sober ones there, so I had to stop him. I could't convince him with words, so I wrestled his keys from him and offered to drive him home. It quickly escalated from him shouting at me to punching me. All it took was a shove to tip him over, and I kept him on the floor till he calmed down.","January, 2020",Yes,5,6,7,5,6,2,7,1,6,6,7,2,7,6,7,5,6,5,5,6,5,5,2,3,2,1,6,3,3,3,2,5,3,5,5,6,3,3,37,Male,High School / GED,English,"Caucasian/White,Native American/Alaskan",No problems.,A34SUZWGLXIWM8,Yes
for,An ex-girlfriend harmed me emotionally by cheating on me with one of my good friends. This hurt me very deeply because I loved her but we had a very toxic and destructive relationship. It also hurt me because it was one of my friends that she cheated on me with which made it a lot worse. It affected me for a long time but I eventually moved on and forgave her for what she did because I hurt her emotionally in the past also. I believe it was karma that came back to bite me in a way. ,11-Dec,Yes,6,6,4,7,4,3,5,1,7,6,7,7,7,6,6,6,5,6,7,6,1,2,6,2,7,6,7,1,7,3,4,6,6,5,7,7,7,3,31,Male,Some College,English,Caucasian/White,No problems and everything was clear.,A2866TYG0D96LM,Yes
for,"One time, my mother ended up hitting me with a belt, but this time it hit me in the face. When it hit my face, it hit my eye and caused severe redness to it. She may have not been in the right for doing this, but she is my mother and years down the line, I was able to forgive her for this. I knew it was an accident, and I knew she did not mean to hurt me in that way/",3-Jul,Yes,6,6,7,6,7,1,6,1,7,7,6,3,7,7,7,5,5,6,7,1,2,4,2,1,6,1,7,1,7,1,6,7,1,3,6,7,5,5,26,Male,4-year College Degree,English,Caucasian/White,,A2XI42R8KYRKAY,Yes
for,When I was much younger I was harmed by a relative. She was much older than me. She instructed me to do all the household chores. I was very tired and could not finish them all by myself. She was very angry and hit me in my face. I cried and I will always remember that day.,Aug-97,Yes,7,7,4,7,4,1,7,1,7,7,7,1,7,7,7,7,4,7,7,7,7,7,6,1,6,4,7,1,7,1,7,7,5,7,7,7,7,7,38,Female,4-year College Degree,English,Caucasian/White,None,A2LVCS009DMEAT,Yes
for,"I was vying for a managerial position where I work.  I had the seniority, the knowledge, the leadership qualities that made me a great candidate for the job.  One day during a meeting I was playfully nudging a close co-worker who ignored me.  Surprised, I again  tried to get her attention and was rebuffed.  I felt offended but left her alone.  At the meeting it was announced that that particular coworker got the position.  I did not even know she applied and my work, attendance and knowledge  was far better  hers.  I left her alone for several weels.  Ultimately we came together and talked it out.  I was then able to forgive her.","May, 2016",Yes,5,6,7,6,1,2,1,1,6,6,6,5,6,6,5,5,5,6,3,3,2,6,3,5,5,5,6,2,5,6,4,6,6,6,6,6,3,1,63,Female,4-year College Degree,English,African American/Black,I was a sad memory,A598UDLZZZAJ3,Yes
for,"One of my friend's friends didn't like me.  We were playing football and he kept yelling names at me.  He tried hurting me physically when tackling me, but couldn't.  I just shrugged it off externallly and played it cool but it bothered me on the inside as I did nothing to him.  Later, I just realized he was insecure and I forgave him internally.",12-May,Yes,6,6,5,5,6,1,3,1,5,5,6,5,7,6,5,6,5,5,6,5,2,2,2,2,5,1,5,2,4,3,1,5,1,5,5,7,1,1,30,male,4-year College Degree,English,Caucasian/White,,A3EUGO4VR2N4G1,Yes
for,"One time my friend punched me in the face. I made a terrible joke about his situation because he just decided to drop out of college. He got really upset and punched me. We did not talk for about 3 months, but we made up because we share too much in common and need each other's help. We laugh about it now.",18-Oct,Yes,2,5,3,4,4,2,6,2,5,5,4,5,6,5,5,5,5,5,5,5,5,5,3,4,5,5,6,4,6,4,5,4,5,5,5,2,5,6,29,Male,4-year College Degree,English,Caucasian/White,,A1ATL3G98SFW4V,Yes
for,"My mother, who has dementia, suddenly grew angry and turned to shout ""We always do what you want to do!"" It was my first time seeing her in about 30 years, so it took me aback. She then screamed ""I don't know you! I want nothing from you!"" I had taken her shopping an hour earlier, and we were putting away the things that I bought her, things that she had been so happy to receive because she has nothing. It shocked me because I had been looking for her so long, and I was so grateful to see her.","October, 2018",Yes,1,7,7,7,5,1,3,1,7,6,7,3,7,7,5,7,7,7,7,7,7,6,3,1,2,2,7,1,6,4,2,7,7,3,6,7,4,3,51,female,4-year College Degree,english,Caucasian/White,,AK2C9AX5QJWUU,Yes
for,"Years ago, I had an old classmate of mine rob myself and some friends and gunpoint. It happened really quickly, and I was flabbergasted. I didn't see it coming, as we were cool when we were in school. I eventually forgave him though, as he was terribly strung out on drugs. I think he serving a prison sentence these days.","August, 2011",Yes,7,7,6,7,7,2,2,1,6,7,7,1,3,7,7,6,7,6,3,5,7,7,1,2,7,7,7,1,7,1,5,7,5,6,7,7,3,6,42,Male,4-year College Degree,English,Caucasian/White,"No, the study went well, everything worked fine.",A1M64R8HPYNNZA,Yes
for,"The incident involved an argument that I had with my spouse. We had been going through a bit of a rough patch, which lead up to this specific event. They eventually told about about some things that they wish had never happened in our relationship,which very much upset me. It made it very hard foe me to be around them at that time, as I couldn't stop thinking about some of the things they said.",23-May-11,Yes,6,7,3,6,6,1,4,1,7,6,7,4,7,7,7,5,6,7,7,6,7,6,5,2,7,6,7,1,7,3,6,7,5,6,6,7,3,2,39,male,High School / GED,English,African American/Black,none,A1DZMZTXWOM9MR,Yes
for,"So I was dating this girl who I thought was the greatesst person ever, but I found out she had dated my friend in the past and I had no idea. So one day he invites me over to his house and its an ambush, he started attacking me, throwing me around. Telling me that shes too good for me and that i'm a jerk for trying to sleep with another mans girl. I ended up getting a broken finger but I broke his jaw and he fled when I threw a sauce pan at him. It was absolutely awful and I have no idea why they did that to me when they had to have know",20-Apr-18,Yes,7,7,7,6,6,2,6,1,7,7,7,5,4,7,6,6,7,7,7,7,6,7,6,1,6,7,7,1,7,1,6,7,7,7,6,7,7,3,25,male,High School / GED,english,Caucasian/White,nope,A2Z7SWO6HS5OOI,Yes
for,"My ex husband beat the crap out of me and almost killed me.  I had forgiven him several times and always stayed with him.  The first time it happened was only a month or two after I found out I was pregnant with our daughter.  It didn't happen often, maybe once or twice a year.  ",11-Apr,Yes,7,7,7,7,5,1,7,1,7,5,7,6,7,7,6,6,7,6,7,7,7,7,4,1,7,7,7,1,7,1,6,7,3,6,7,7,7,7,39,Female,2-year College Degree,English,Caucasian/White,,A1T2598R44X648,Yes
